"","X","Unnamed..0","NameCode_x","Last_Name_x","First_Name_x","Season_x","Age","Team","Nat","Pos","Position","GP","G","A","PTS","PM","PIM","ESG","PPG","SHG","Shot","TOI","OPS","DPS","PS","OGVT","DGVT","SGVT","GVT","Sub_ID","TotYears","year_number","NameCode_Season","Season_Start","Season_y","NameCode_y","First_Name_y","Last_Name_y","Salary","Sal_mil","a1","a2","a3","a4","a5","a6","goals_million","assists_million","point_.million","shots_million","plus_minus_million","time_on_ice_million","sal_scaled","pts_scaled"
"55",54,887,"Backstrom Nicklas","Backstrom","Nicklas","2011-12",24,"WSH","SE","C","C",42,14,30,44,-4,24,11,3,0,95,805,4.4,0.7,5.1,8.3,0.4,-0.6,8.1,"Sub_ 164",9,5,"Backstrom Nicklas_2011-2012",2011,"2011-2012","Backstrom Nicklas","Nicklas ","Backstrom",6000000,6,2.333333333,5,7.333333333,15.83333333,-0.666666667,134.1666667,2.333333333,5,7.333333333,15.83333333,-0.666666667,134.1666667,1.72136784619716,1.05314437651543
"56",55,888,"Backstrom Nicklas","Backstrom","Nicklas","2012-13",25,"WSH","SE","C","C",48,8,40,48,8,20,5,3,0,82,955,3.6,1.2,4.7,7.7,1.5,0.5,9.8,"Sub_ 164",9,6,"Backstrom Nicklas_2012-2013",2012,"2012-2013","Backstrom Nicklas","Nicklas ","Backstrom",6000000,6,1.333333333,6.666666667,8,13.66666667,1.333333333,159.1666667,1.333333333,6.666666667,8,13.66666667,1.333333333,159.1666667,1.72136784619716,1.26002114195165
"57",56,889,"Backstrom Nicklas","Backstrom","Nicklas","2013-14",26,"WSH","SE","C","C",82,18,61,79,-20,54,11,6,1,196,1624,6.2,1,7.2,11.9,0.1,1.4,13.5,"Sub_ 164",9,7,"Backstrom Nicklas_2013-2014",2013,"2013-2014","Backstrom Nicklas","Nicklas ","Backstrom",6000000,6,3,10.16666667,13.16666667,32.66666667,-3.333333333,270.6666667,3,10.16666667,13.16666667,32.66666667,-3.333333333,270.6666667,1.72136784619716,2.86331607408236
"58",57,890,"Backstrom Nicklas","Backstrom","Nicklas","2014-15",27,"WSH","SE","C","C",82,18,60,78,5,40,15,3,0,153,1683,6.1,2,8.1,12.3,3.1,0,15.4,"Sub_ 164",9,8,"Backstrom Nicklas_2014-2015",2014,"2014-2015","Backstrom Nicklas","Nicklas ","Backstrom",6500000,6.5,2.769230769,9.230769231,12,23.53846154,0.769230769,258.9230769,2.769230769,9.230769231,12,23.53846154,0.769230769,258.9230769,1.9519902798571,2.81159688272331
"59",58,891,"Backstrom Nicklas","Backstrom","Nicklas","2015-16",28,"WSH","SE","C","C",75,20,50,70,17,36,17,3,0,129,1439,6.1,2.2,8.3,14.4,3.3,0,17.8,"Sub_ 164",9,9,"Backstrom Nicklas_2015-2016",2015,"2015-2016","Backstrom Nicklas","Nicklas ","Backstrom",6500000,6.5,3.076923077,7.692307692,10.76923077,19.84615385,2.615384615,221.3846154,3.076923077,7.692307692,10.76923077,19.84615385,2.615384615,221.3846154,1.9519902798571,2.39784335185086
"60",59,902,"Baertschi Sven","Baertschi","Sven","2015-16",23,"VAN","CH","LW","LW",69,15,13,28,-14,14,13,2,0,108,929,2.2,0.6,2.8,2.7,0.4,-0.9,2.2,"Sub_ 166",5,5,"Baertschi Sven_2015-2016",2015,"2015-2016","Baertschi Sven","Sven ","Baertschi",900000,0.9,16.66666667,14.44444444,31.11111111,120,-15.55555556,1032.222222,16.66666667,14.44444444,31.11111111,120,-15.55555556,1032.222222,-0.630980977134193,0.225637314770546
"61",60,904,"Bailey Casey","Bailey","Casey","2014-15",23,"TOR","US","C","C",6,1,0,1,1,2,1,0,0,9,54,0.1,0.1,0.2,0.3,0.1,0,0.5,"Sub_ 168",1,1,"Bailey Casey_2014-2015",2014,"2014-2015","Bailey Casey","Casey ","Bailey",92500,0.0925,10.81081081,0,10.81081081,97.2972973,10.81081081,583.7837838,10.81081081,0,10.81081081,97.2972973,10.81081081,583.7837838,-1.00343620749499,-1.17078085192394
"62",61,918,"Bailey Josh","Bailey","Josh","2011-12",22,"NYI","CA","C","C",80,13,19,32,-10,32,9,1,3,104,1218,1.5,1.2,2.7,1.8,3,0.5,5.3,"Sub_ 170",8,4,"Bailey Josh_2011-2012",2011,"2011-2012","Bailey Josh","Josh ","Bailey",800000,0.8,16.25,23.75,40,130,-12.5,1522.5,16.25,23.75,40,130,-12.5,1522.5,-0.67710546386618,0.432514080206766
"63",62,919,"Bailey Josh","Bailey","Josh","2012-13",23,"NYI","CA","C","C",38,11,8,19,7,6,11,0,0,76,622,1.6,1,2.6,4,1.9,0.5,6.5,"Sub_ 170",8,5,"Bailey Josh_2012-2013",2012,"2012-2013","Bailey Josh","Josh ","Bailey",1300000,1.3,8.461538462,6.153846154,14.61538462,58.46153846,5.384615385,478.4615385,8.461538462,6.153846154,14.61538462,58.46153846,5.384615385,478.4615385,-0.446483030206243,-0.239835407460951
"64",63,920,"Bailey Josh","Bailey","Josh","2013-14",24,"NYI","CA","LW","LW",77,8,30,38,-8,26,6,2,0,98,1220,1.8,1,2.7,3.2,2.1,-0.2,5,"Sub_ 170",8,6,"Bailey Josh_2013-2014",2013,"2013-2014","Bailey Josh","Josh ","Bailey",2200000,2.2,3.636363636,13.63636364,17.27272727,44.54545455,-3.636363636,554.5454545,3.636363636,13.63636364,17.27272727,44.54545455,-3.636363636,554.5454545,-0.0313626496183567,0.742829228361097
"65",64,921,"Bailey Josh","Bailey","Josh","2014-15",25,"NYI","CA","LW/C","LW",70,15,26,41,3,12,13,2,0,140,1175,3.1,1.2,4.3,5.6,2.8,0.1,8.4,"Sub_ 170",8,7,"Bailey Josh_2014-2015",2014,"2014-2015","Bailey Josh","Josh ","Bailey",3100000,3.1,4.838709677,8.387096774,13.22580645,45.16129032,0.967741935,379.0322581,4.838709677,8.387096774,13.22580645,45.16129032,0.967741935,379.0322581,0.38375773096953,0.897986802438263
"66",65,922,"Bailey Josh","Bailey","Josh","2015-16",26,"NYI","CA","RW","RW",81,12,20,32,-7,22,8,4,0,105,1284,1.4,1.1,2.5,1.9,1.3,0.2,3.4,"Sub_ 170",8,8,"Bailey Josh_2015-2016",2015,"2015-2016","Bailey Josh","Josh ","Bailey",3500000,3.5,3.428571429,5.714285714,9.142857143,30,-2,366.8571429,3.428571429,5.714285714,9.142857143,30,-2,366.8571429,0.568255677897479,0.432514080206766
"67",66,923,"Bailey Justin","Bailey","Justin","2015-16",20,"BUF","US","RW","RW",8,0,0,0,-2,2,0,0,0,22,93,-0.3,0,-0.2,-0.6,0,0,-0.6,"Sub_ 171",1,1,"Bailey Justin_2015-2016",2015,"2015-2016","Bailey Justin","Justin ","Bailey",151229,0.151229,0,0,0,145.4747436,-13.22497669,614.9614161,0,0,0,145.4747436,-13.22497669,614.9614161,-0.976347757682162,-1.222500043283
"68",67,962,"Ballard Keith","Ballard","Keith","2011-12",29,"VAN","US","D","D",47,1,6,7,0,64,1,0,0,41,731,0,1.5,1.5,0.2,1.2,0,1.4,"Sub_ 183",10,7,"Ballard Keith_2011-2012",2011,"2011-2012","Ballard Keith","Keith ","Ballard",4200000,4.2,0.238095238,1.428571429,1.666666667,9.761904762,0,174.047619,0.238095238,1.428571429,1.666666667,9.761904762,0,174.047619,0.891127085021391,-0.860465703769614
"69",68,963,"Ballard Keith","Ballard","Keith","2012-13",30,"VAN","US","D","D",36,0,2,2,-2,29,0,0,0,35,557,-0.4,1,0.6,-0.9,0.8,0,0,"Sub_ 183",10,8,"Ballard Keith_2012-2013",2012,"2012-2013","Ballard Keith","Keith ","Ballard",2458537,2.458537,0,0.813491926,0.813491926,14.23610871,-0.813491926,226.5575015,0,0.813491926,0.813491926,14.23610871,-0.813491926,226.5575015,0.0878862146439215,-1.11906166056489
"70",69,964,"Ballard Keith","Ballard","Keith","2013-14",31,"MIN","US","D","D",45,2,7,9,-7,37,2,0,0,29,612,0.4,0.8,1.3,-0.3,1.3,0,1,"Sub_ 183",10,9,"Ballard Keith_2013-2014",2013,"2013-2014","Ballard Keith","Keith ","Ballard",1000000,1,2,7,9,29,-7,612,2,7,9,29,-7,612,-0.584856490402205,-0.757027321051503
"71",70,965,"Ballard Keith","Ballard","Keith","2014-15",32,"MIN","US","D","D",14,0,1,1,-3,26,0,0,0,5,169,-0.1,0.1,0,-0.6,-0.1,0,-0.8,"Sub_ 183",10,10,"Ballard Keith_2014-2015",2014,"2014-2015","Ballard Keith","Keith ","Ballard",2000000,2,0,0.5,0.5,2.5,-1.5,84.5,0,0.5,0.5,2.5,-1.5,84.5,-0.123611623082331,-1.17078085192394
"72",71,1011,"Barberio Mark","Barberio","Mark","2013-14",23,"TBL","CA","D","D",49,5,5,10,10,28,4,1,0,54,714,0.8,2.2,3,1.3,2.8,0,4.1,"Sub_ 198",4,2,"Barberio Mark_2013-2014",2013,"2013-2014","Barberio Mark","Mark ","Barberio",605000,0.605,8.26446281,8.26446281,16.52892562,89.25619835,16.52892562,1180.165289,8.26446281,8.26446281,16.52892562,89.25619835,16.52892562,1180.165289,-0.767048212993555,-0.705308129692448
"73",72,1012,"Barberio Mark","Barberio","Mark","2014-15",24,"TBL","CA","D","D",52,1,6,7,-4,16,1,0,0,53,873,-0.2,1.1,0.9,-0.2,0.3,0,0.1,"Sub_ 198",4,3,"Barberio Mark_2014-2015",2014,"2014-2015","Barberio Mark","Mark ","Barberio",874125,0.874125,1.144001144,6.864006864,8.008008008,60.63206063,-4.576004576,998.7129987,1.144001144,6.864006864,8.008008008,60.63206063,-4.576004576,998.7129987,-0.642915688076094,-0.860465703769614
"74",73,1013,"Barberio Mark","Barberio","Mark","2015-16",25,"MTL","CA","D","D",30,2,8,10,0,6,2,0,0,32,450,0.8,1,1.7,1.7,1.1,0,2.8,"Sub_ 198",4,4,"Barberio Mark_2015-2016",2015,"2015-2016","Barberio Mark","Mark ","Barberio",341956,0.341956,5.848705681,23.39482273,29.24352841,93.5792909,0,1315.958778,5.848705681,23.39482273,29.24352841,93.5792909,0,1315.958778,-0.888375907872844,-0.705308129692448
"75",74,1032,"Barkov Aleksander","Barkov","Aleksander","2013-14",18,"FLA","","C","C",54,8,16,24,-3,10,5,3,0,87,923,1.1,0.8,1.9,0.6,1.6,-0.7,1.4,"Sub_ 202",3,1,"Barkov Aleksander_2013-2014",2013,"2013-2014","Barkov Aleksander","Aleksander ","Barkov",925000,0.925,8.648648649,17.2972973,25.94594595,94.05405405,-3.243243243,997.8378378,8.648648649,17.2972973,25.94594595,94.05405405,-3.243243243,997.8378378,-0.619449855451196,0.0187605493343247
"76",75,1033,"Barkov Aleksander","Barkov","Aleksander","2014-15",19,"FLA","FI","C","C",71,16,20,36,-4,16,13,3,0,123,1242,2.4,1.2,3.6,4.1,1.6,-0.2,5.6,"Sub_ 202",3,2,"Barkov Aleksander_2014-2015",2014,"2014-2015","Barkov Aleksander","Aleksander ","Barkov",1137500,1.1375,14.06593407,17.58241758,31.64835165,108.1318681,-3.516483516,1091.868132,14.06593407,17.58241758,31.64835165,108.1318681,-3.516483516,1091.868132,-0.521435321145722,0.639390845642987
"77",76,1034,"Barkov Aleksander","Barkov","Aleksander","2015-16",20,"FLA","FI","C","C",66,28,31,59,18,8,18,9,1,171,1282,6.4,2,8.4,11.8,3.8,2.1,17.7,"Sub_ 202",3,3,"Barkov Aleksander_2015-2016",2015,"2015-2016","Barkov Aleksander","Aleksander ","Barkov",925000,0.925,30.27027027,33.51351351,63.78378378,184.8648649,19.45945946,1385.945946,30.27027027,33.51351351,63.78378378,184.8648649,19.45945946,1385.945946,-0.619449855451196,1.82893224690126
"78",77,1139,"Barrie Tyson","Barrie","Tyson","2011-12",20,"COL","CA","D","D",10,0,0,0,-2,0,0,0,0,15,176,-0.2,0.2,0,-0.9,0.1,0,-0.8,"Sub_ 218",5,1,"Barrie Tyson_2011-2012",2011,"2011-2012","Barrie Tyson","Tyson ","Barrie",615000,0.615,0,0,0,24.3902439,-3.25203252,286.1788618,0,0,0,24.3902439,-3.25203252,286.1788618,-0.762435764320356,-1.222500043283
"79",78,1140,"Barrie Tyson","Barrie","Tyson","2012-13",21,"COL","CA","D","D",32,2,11,13,-11,10,1,1,0,58,691,0.9,0.4,1.3,1.7,-0.6,0,1,"Sub_ 218",5,2,"Barrie Tyson_2012-2013",2012,"2012-2013","Barrie Tyson","Tyson ","Barrie",493902,0.493902,4.049386316,22.27162474,26.32101105,117.4322031,-22.27162474,1399.062972,4.049386316,22.27162474,26.32101105,117.4322031,-22.27162474,1399.062972,-0.818291595263059,-0.550150555615282
"80",79,1141,"Barrie Tyson","Barrie","Tyson","2013-14",22,"COL","CA","D","D",64,13,25,38,17,20,9,4,0,101,1187,4.2,3.4,7.6,8.3,2.7,0.3,11.3,"Sub_ 218",5,3,"Barrie Tyson_2013-2014",2013,"2013-2014","Barrie Tyson","Tyson ","Barrie",840000,0.84,15.47619048,29.76190476,45.23809524,120.2380952,20.23809524,1413.095238,15.47619048,29.76190476,45.23809524,120.2380952,20.23809524,1413.095238,-0.658655669173385,0.742829228361097
"81",80,1142,"Barrie Tyson","Barrie","Tyson","2014-15",23,"COL","CA","D","D",80,12,41,53,5,26,10,2,0,139,1709,5.2,4.2,9.4,9.3,1.5,-0.5,10.3,"Sub_ 218",5,4,"Barrie Tyson_2014-2015",2014,"2014-2015","Barrie Tyson","Tyson ","Barrie",2000000,2,6,20.5,26.5,69.5,2.5,854.5,6,20.5,26.5,69.5,2.5,854.5,-0.123611623082331,1.51861709874693
"82",81,1143,"Barrie Tyson","Barrie","Tyson","2015-16",24,"COL","CA","D","D",78,13,36,49,-16,31,9,3,1,172,1810,4.6,2.6,7.2,8.5,0.9,0,9.4,"Sub_ 218",5,5,"Barrie Tyson_2015-2016",2015,"2015-2016","Barrie Tyson","Tyson ","Barrie",3200000,3.2,4.0625,11.25,15.3125,53.75,-5,565.625,4.0625,11.25,15.3125,53.75,-5,565.625,0.429882217701517,1.3117403333107
"83",82,1152,"Bartkowski Matt","Bartkowski","Matt","2011-12",23,"BOS","US","D","D",3,0,0,0,-2,0,0,0,0,0,18,0,-0.1,-0.2,-0.1,-0.3,0,-0.4,"Sub_ 221",6,2,"Bartkowski Matt_2011-2012",2011,"2011-2012","Bartkowski Matt","Matt ","Bartkowski",685000,0.685,0,0,0,0,-2.919708029,26.27737226,0,0,0,0,-2.919708029,26.27737226,-0.730148623607965,-1.222500043283
"84",83,1154,"Bartkowski Matt","Bartkowski","Matt","2013-14",25,"BOS","US","D","D",64,0,18,18,22,30,0,0,0,91,1250,0.5,3.9,4.3,1.2,4.4,0,5.6,"Sub_ 221",6,4,"Bartkowski Matt_2013-2014",2013,"2013-2014","Bartkowski Matt","Matt ","Bartkowski",650000,0.65,0,27.69230769,27.69230769,140,33.84615385,1923.076923,0,27.69230769,27.69230769,140,33.84615385,1923.076923,-0.746292193964161,-0.291554598820006
"85",84,1155,"Bartkowski Matt","Bartkowski","Matt","2014-15",26,"BOS","US","D","D",47,0,4,4,-6,37,0,0,0,67,796,-0.6,1.2,0.7,-1.8,0.8,0,-0.9,"Sub_ 221",6,5,"Bartkowski Matt_2014-2015",2014,"2014-2015","Bartkowski Matt","Matt ","Bartkowski",1250000,1.25,0,3.2,3.2,53.6,-4.8,636.8,0,3.2,3.2,53.6,-4.8,636.8,-0.469545273572237,-1.01562327784678
"86",85,1156,"Bartkowski Matt","Bartkowski","Matt","2015-16",27,"VAN","US","D","D",80,6,12,18,-19,50,6,0,0,85,1490,0.8,2.1,2.9,1.3,1.2,0,2.5,"Sub_ 221",6,6,"Bartkowski Matt_2015-2016",2015,"2015-2016","Bartkowski Matt","Matt ","Bartkowski",1750000,1.75,3.428571429,6.857142857,10.28571429,48.57142857,-10.85714286,851.4285714,3.428571429,6.857142857,10.28571429,48.57142857,-10.85714286,851.4285714,-0.2389228399123,-0.291554598820006
"87",86,1158,"Bartley Victor","Bartley","Victor","2013-14",25,"NSH","CA","D","D",50,1,5,6,0,23,1,0,0,21,768,-0.2,1.7,1.5,-0.6,2.5,0,1.8,"Sub_ 222",4,2,"Bartley Victor_2013-2014",2013,"2013-2014","Bartley Victor","Victor ","Bartley",600000,0.6,1.666666667,8.333333333,10,35,0,1280,1.666666667,8.333333333,10,35,0,1280,-0.769354437330155,-0.912184895128669
"88",87,1159,"Bartley Victor","Bartley","Victor","2014-15",26,"NSH","CA","D","D",37,0,10,10,1,26,0,0,0,28,497,0.5,1.1,1.6,1.2,1.7,0,2.9,"Sub_ 222",4,3,"Bartley Victor_2014-2015",2014,"2014-2015","Bartley Victor","Victor ","Bartley",600000,0.6,0,16.66666667,16.66666667,46.66666667,1.666666667,828.3333333,0,16.66666667,16.66666667,46.66666667,1.666666667,828.3333333,-0.769354437330155,-0.705308129692448
"89",88,1160,"Bartley Victor","Bartley","Victor","2015-16",27,"TOT","CA","D","D",10,0,0,0,2,6,0,0,0,8,133,-0.2,0.5,0.3,-0.6,0.6,0,0,"Sub_ 222",4,4,"Bartley Victor_2015-2016",2015,"2015-2016","Bartley Victor","Victor ","Bartley",158704,0.158704,0,0,0,50.40830729,12.60207682,838.0381087,0,0,0,50.40830729,12.60207682,838.0381087,-0.972899952298945,-1.222500043283
"90",89,1175,"Bass Cody","Bass","Cody","2015-16",29,"NSH","CA","C","C",17,0,0,0,-1,17,0,0,0,11,130,-0.4,0.1,-0.3,-0.9,0.2,0,-0.7,"Sub_ 227",6,6,"Bass Cody_2015-2016",2015,"2015-2016","Bass Cody","Cody ","Bass",160732,0.160732,0,0,0,68.43690118,-6.221536471,808.7997412,0,0,0,68.43690118,-6.221536471,808.7997412,-0.971964547708021,-1.222500043283
"91",90,1254,"Baun Kyle","Baun","Kyle","2015-16",23,"CHI","CA","RW","RW",2,0,0,0,-2,0,0,0,0,1,18,-0.1,-0.1,-0.1,-0.2,-0.1,0,-0.4,"Sub_ 240",2,2,"Baun Kyle_2015-2016",2015,"2015-2016","Baun Kyle","Kyle ","Baun",33867,0.033867,0,0,0,29.52726843,-59.05453686,531.4908318,0,0,0,29.52726843,-59.05453686,531.4908318,-1.03048037780056,-1.222500043283
"92",91,1279,"Beagle Jay","Beagle","Jay","2011-12",26,"WSH","CA","C","C",41,4,1,5,-2,23,4,0,0,49,486,-0.4,0.4,0.1,-0.6,0.5,0,0,"Sub_ 246",8,4,"Beagle Jay_2011-2012",2011,"2011-2012","Beagle Jay","Jay ","Beagle",525000,0.525,7.619047619,1.904761905,9.523809524,93.33333333,-3.80952381,925.7142857,7.619047619,1.904761905,9.523809524,93.33333333,-3.80952381,925.7142857,-0.803947802379145,-0.963904086487724
"93",92,1280,"Beagle Jay","Beagle","Jay","2012-13",27,"WSH","CA","C","C",48,2,6,8,-1,14,2,0,0,56,581,-0.5,0.4,-0.1,-0.6,0.7,0,0.1,"Sub_ 246",8,5,"Beagle Jay_2012-2013",2012,"2012-2013","Beagle Jay","Jay ","Beagle",526829,0.526829,3.79629823,11.38889469,15.18519292,106.2963504,-1.898149115,1102.824636,3.79629823,11.38889469,15.18519292,106.2963504,-1.898149115,1102.824636,-0.803104185516817,-0.808746512410558
"94",93,1281,"Beagle Jay","Beagle","Jay","2013-14",28,"WSH","CA","C","C",62,4,5,9,-9,28,4,0,0,60,697,-0.5,0.4,-0.1,-0.7,0.5,-0.3,-0.6,"Sub_ 246",8,6,"Beagle Jay_2013-2014",2013,"2013-2014","Beagle Jay","Jay ","Beagle",900000,0.9,4.444444444,5.555555556,10,66.66666667,-10,774.4444444,4.444444444,5.555555556,10,66.66666667,-10,774.4444444,-0.630980977134193,-0.757027321051503
"95",94,1282,"Beagle Jay","Beagle","Jay","2014-15",29,"WSH","CA","RW/C","RW",62,10,10,20,6,20,10,0,0,84,794,1.1,1.1,2.2,1.2,3.3,-0.3,4.2,"Sub_ 246",8,7,"Beagle Jay_2014-2015",2014,"2014-2015","Beagle Jay","Jay ","Beagle",900000,0.9,11.11111111,11.11111111,22.22222222,93.33333333,6.666666667,882.2222222,11.11111111,11.11111111,22.22222222,93.33333333,6.666666667,882.2222222,-0.630980977134193,-0.188116216101896
"96",95,1283,"Beagle Jay","Beagle","Jay","2015-16",30,"WSH","CA","RW","RW",57,8,9,17,0,24,8,0,0,74,799,0.6,0.8,1.4,2.1,1.9,0,4,"Sub_ 246",8,8,"Beagle Jay_2015-2016",2015,"2015-2016","Beagle Jay","Jay ","Beagle",1750000,1.75,4.571428571,5.142857143,9.714285714,42.28571429,0,456.5714286,4.571428571,5.142857143,9.714285714,42.28571429,0,456.5714286,-0.2389228399123,-0.343273790179062
"97",96,1293,"Beauchemin Francois","Beauchemin","Francois","2011-12",31,"ANA","CA","D","D",82,8,14,22,-14,48,5,3,0,139,2095,0.9,3.6,4.5,0.5,4.9,0,5.3,"Sub_ 248",12,8,"Beauchemin Francois_2011-2012",2011,"2011-2012","Beauchemin Francois","Francois ","Beauchemin",3650000,3.65,2.191780822,3.835616438,6.02739726,38.08219178,-3.835616438,573.9726027,2.191780822,3.835616438,6.02739726,38.08219178,-3.835616438,573.9726027,0.63744240799546,-0.0846778333837857
"98",97,1294,"Beauchemin Francois","Beauchemin","Francois","2012-13",32,"ANA","CA","D","D",48,6,18,24,19,22,5,1,0,74,1126,2,3.8,5.8,4.1,5,0,9,"Sub_ 248",12,9,"Beauchemin Francois_2012-2013",2012,"2012-2013","Beauchemin Francois","Francois ","Beauchemin",2048780,2.04878,2.928572126,8.785716378,11.7142885,36.11905622,9.273811732,549.595369,2.928572126,8.785716378,11.7142885,36.11905622,9.273811732,549.595369,-0.101112098454468,0.0187605493343247
"99",98,1295,"Beauchemin Francois","Beauchemin","Francois","2013-14",33,"ANA","CA","D","D",70,4,13,17,26,39,3,1,0,100,1617,0.4,4.3,4.7,-1.3,6.5,0,5.2,"Sub_ 248",12,10,"Beauchemin Francois_2013-2014",2013,"2013-2014","Beauchemin Francois","Francois ","Beauchemin",3500000,3.5,1.142857143,3.714285714,4.857142857,28.57142857,7.428571429,462,1.142857143,3.714285714,4.857142857,28.57142857,7.428571429,462,0.568255677897479,-0.343273790179062
"100",99,1296,"Beauchemin Francois","Beauchemin","Francois","2014-15",34,"ANA","CA","D","D",64,11,12,23,17,48,9,2,0,110,1456,2,4,6.1,4.2,5,0,9.3,"Sub_ 248",12,11,"Beauchemin Francois_2014-2015",2014,"2014-2015","Beauchemin Francois","Francois ","Beauchemin",3500000,3.5,3.142857143,3.428571429,6.571428571,31.42857143,4.857142857,416,3.142857143,3.428571429,6.571428571,31.42857143,4.857142857,416,0.568255677897479,-0.0329586420247305
"101",100,1297,"Beauchemin Francois","Beauchemin","Francois","2015-16",35,"COL","CA","D","D",82,8,26,34,-7,38,6,2,0,127,2057,2.1,3.9,6,4,3.4,0,7.4,"Sub_ 248",12,12,"Beauchemin Francois_2015-2016",2015,"2015-2016","Beauchemin Francois","Francois ","Beauchemin",4500000,4.5,1.777777778,5.777777778,7.555555556,28.22222222,-1.555555556,457.1111111,1.777777778,5.777777778,7.555555556,28.22222222,-1.555555556,457.1111111,1.02950054521735,0.535952462924877
"102",101,1310,"Beaulieu Nathan","Beaulieu","Nathan","2014-15",22,"MTL","CA","D","D",64,1,8,9,6,45,1,0,0,62,1005,-0.1,2.8,2.6,-0.1,1.8,0,1.7,"Sub_ 254",4,3,"Beaulieu Nathan_2014-2015",2014,"2014-2015","Beaulieu Nathan","Nathan ","Beaulieu",925000,0.925,1.081081081,8.648648649,9.72972973,67.02702703,6.486486486,1086.486486,1.081081081,8.648648649,9.72972973,67.02702703,6.486486486,1086.486486,-0.619449855451196,-0.757027321051503
"103",102,1311,"Beaulieu Nathan","Beaulieu","Nathan","2015-16",23,"MTL","CA","D","D",64,2,17,19,-6,55,1,1,0,74,1117,0.9,1.9,2.8,1.9,1.5,0,3.4,"Sub_ 254",4,4,"Beaulieu Nathan_2015-2016",2015,"2015-2016","Beaulieu Nathan","Nathan ","Beaulieu",1000000,1,2,17,19,74,-6,1117,2,17,19,74,-6,1117,-0.584856490402205,-0.239835407460951
"104",103,1322,"Beck Taylor","Beck","Taylor","2012-13",21,"NSH","CA","LW","LW",16,3,4,7,0,2,2,1,0,39,258,0.4,0.3,0.7,-0.1,0.9,-0.3,0.5,"Sub_ 256",4,1,"Beck Taylor_2012-2013",2012,"2012-2013","Beck Taylor","Taylor ","Beck",90000,0.09,33.33333333,44.44444444,77.77777778,433.3333333,0,2866.666667,33.33333333,44.44444444,77.77777778,433.3333333,0,2866.666667,-1.00458931966329,-0.860465703769614
"105",104,1324,"Beck Taylor","Beck","Taylor","2014-15",23,"NSH","CA","LW","LW",62,8,8,16,-4,18,6,2,0,78,740,0.7,0.6,1.2,1.1,1.2,0,2.3,"Sub_ 256",4,3,"Beck Taylor_2014-2015",2014,"2014-2015","Beck Taylor","Taylor ","Beck",550000,0.55,14.54545455,14.54545455,29.09090909,141.8181818,-7.272727273,1345.454545,14.54545455,14.54545455,29.09090909,141.8181818,-7.272727273,1345.454545,-0.792416680696148,-0.394992981538117
"106",105,1421,"Beleskey Matt","Beleskey","Matt","2011-12",23,"ANA","CA","LW","LW",70,4,11,15,-2,72,4,0,0,75,719,0.1,0.8,0.9,-0.7,1.5,0,0.8,"Sub_ 272",8,4,"Beleskey Matt_2011-2012",2011,"2011-2012","Beleskey Matt","Matt ","Beleskey",625000,0.625,6.4,17.6,24,120,-3.2,1150.4,6.4,17.6,24,120,-3.2,1150.4,-0.757823315647158,-0.446712172897172
"107",106,1422,"Beleskey Matt","Beleskey","Matt","2012-13",24,"ANA","CA","LW","LW",42,8,5,13,2,56,6,2,0,61,505,0.9,0.6,1.5,1.2,1.1,0,2.4,"Sub_ 272",8,5,"Beleskey Matt_2012-2013",2012,"2012-2013","Beleskey Matt","Matt ","Beleskey",497561,0.497561,16.07843058,10.04901912,26.1274497,122.5980332,4.019607646,1014.950931,16.07843058,10.04901912,26.1274497,122.5980332,4.019607646,1014.950931,-0.816603900293535,-0.550150555615282
"108",107,1423,"Beleskey Matt","Beleskey","Matt","2013-14",25,"ANA","CA","LW","LW",55,9,15,24,8,64,9,0,0,112,684,1.8,0.8,2.7,3,1.3,-0.3,4.1,"Sub_ 272",8,6,"Beleskey Matt_2013-2014",2013,"2013-2014","Beleskey Matt","Matt ","Beleskey",1300000,1.3,6.923076923,11.53846154,18.46153846,86.15384615,6.153846154,526.1538462,6.923076923,11.53846154,18.46153846,86.15384615,6.153846154,526.1538462,-0.446483030206243,0.0187605493343247
"109",108,1424,"Beleskey Matt","Beleskey","Matt","2014-15",26,"ANA","CA","LW","LW",65,22,10,32,13,39,18,4,0,145,941,3.5,1.5,5,5.2,2.9,0,8.1,"Sub_ 272",8,7,"Beleskey Matt_2014-2015",2014,"2014-2015","Beleskey Matt","Matt ","Beleskey",1400000,1.4,15.71428571,7.142857143,22.85714286,103.5714286,9.285714286,672.1428571,15.71428571,7.142857143,22.85714286,103.5714286,9.285714286,672.1428571,-0.400358543474256,0.432514080206766
"110",109,1425,"Beleskey Matt","Beleskey","Matt","2015-16",27,"BOS","CA","LW","LW",80,15,22,37,6,65,12,3,0,168,1269,2.3,1.6,3.9,4,1.9,0,5.9,"Sub_ 272",8,8,"Beleskey Matt_2015-2016",2015,"2015-2016","Beleskey Matt","Matt ","Beleskey",4000000,4,3.75,5.5,9.25,42,1.5,317.25,3.75,5.5,9.25,42,1.5,317.25,0.798878111557416,0.691110037002042
