"","X","Unnamed..0","NameCode_x","Last_Name_x","First_Name_x","Season_x","Age","Team","Nat","Pos","Position","GP","G","A","PTS","PM","PIM","ESG","PPG","SHG","Shot","TOI","OPS","DPS","PS","OGVT","DGVT","SGVT","GVT","Sub_ID","TotYears","year_number","NameCode_Season","Season_Start","Season_y","NameCode_y","First_Name_y","Last_Name_y","Salary","Sal_mil","a1","a2","a3","a4","a5","a6","goals_million","assists_million","point_.million","shots_million","plus_minus_million","time_on_ice_million","sal_scaled","pts_scaled"
"1439",1438,13896,"Khokhlachev Alexander","Khokhlachev","Alexander","2013-14",20,"BOS","","C","C",1,0,0,0,0,2,0,0,0,2,15,0,0,0,0,0,0,0,"Sub_ 2412",2,1,"Khokhlachev Alexander_2013-2014",2013,"2013-2014","Khokhlachev Alexander","Alexander ","Khokhlachev",767500,0.7675,0,0,0,2.605863192,0,19.54397394,0,0,0,2.605863192,0,19.54397394,-0.692095922054076,-1.222500043283
"1440",1439,13897,"Khokhlachev Alexander","Khokhlachev","Alexander","2015-16",22,"BOS","RU","C","C",5,0,0,0,-2,0,0,0,0,4,51,-0.1,0,-0.2,-0.3,-0.1,0,-0.4,"Sub_ 2412",2,2,"Khokhlachev Alexander_2015-2016",2015,"2015-2016","Khokhlachev Alexander","Alexander ","Khokhlachev",37500,0.0375,0,0,0,106.6666667,-53.33333333,1360,0,0,0,106.6666667,-53.33333333,1360,-1.02880467519758,-1.222500043283
"1441",1440,13939,"Kindl Jakub","Kindl","Jakub","2011-12",24,"DET","CS","D","D",55,1,12,13,7,25,1,0,0,69,773,0.6,2,2.7,1.8,2.3,0,4.1,"Sub_ 2420",7,3,"Kindl Jakub_2011-2012",2011,"2011-2012","Kindl Jakub","Jakub ","Kindl",850000,0.85,1.176470588,14.11764706,15.29411765,81.17647059,8.235294118,909.4117647,1.176470588,14.11764706,15.29411765,81.17647059,8.235294118,909.4117647,-0.654043220500186,-0.550150555615282
"1442",1441,13940,"Kindl Jakub","Kindl","Jakub","2012-13",25,"DET","CS","D","D",41,4,9,13,15,28,3,1,0,76,761,1,3.1,4.1,1.8,3.8,0,5.6,"Sub_ 2420",7,4,"Kindl Jakub_2012-2013",2012,"2012-2013","Kindl Jakub","Jakub ","Kindl",614634,0.614634,6.507938057,14.64286063,21.15079869,123.6508231,24.40476772,1238.135215,6.507938057,14.64286063,21.15079869,123.6508231,24.40476772,1238.135215,-0.762604579941795,-0.550150555615282
"1443",1442,13941,"Kindl Jakub","Kindl","Jakub","2013-14",26,"DET","CS","D","D",66,2,17,19,-4,24,2,0,0,93,1137,1,2,3,1.7,1.1,0,2.8,"Sub_ 2420",7,5,"Kindl Jakub_2013-2014",2013,"2013-2014","Kindl Jakub","Jakub ","Kindl",1600000,1.6,1.25,10.625,11.875,58.125,-2.5,710.625,1.25,10.625,11.875,58.125,-2.5,710.625,-0.308109570010281,-0.239835407460951
"1444",1443,13942,"Kindl Jakub","Kindl","Jakub","2014-15",27,"DET","CZ","D","D",35,5,8,13,2,22,3,2,0,54,557,1.3,1.3,2.7,2.1,1.2,0,3.3,"Sub_ 2420",7,6,"Kindl Jakub_2014-2015",2014,"2014-2015","Kindl Jakub","Jakub ","Kindl",2500000,2.5,2,3.2,5.2,21.6,0.8,222.8,2,3.2,5.2,21.6,0.8,222.8,0.107010810577605,-0.550150555615282
"1445",1444,13943,"Kindl Jakub","Kindl","Jakub","2015-16",28,"TOT","CS","D","D",44,2,6,8,13,18,2,0,0,63,677,0.3,2.5,2.8,0,3.2,0,3.1,"Sub_ 2420",7,7,"Kindl Jakub_2015-2016",2015,"2015-2016","Kindl Jakub","Jakub ","Kindl",2297044,2.297044,0.870684236,2.612052708,3.482736944,27.42655343,5.659447533,294.7266139,0.870684236,2.612052708,3.482736944,27.42655343,5.659447533,294.7266139,0.0133983972858331,-0.808746512410558
"1446",1445,13943,"Kindl Jakub","Kindl","Jakub","2015-16",28,"TOT","CS","D","D",44,2,6,8,13,18,2,0,0,63,677,0.3,2.5,2.8,0,3.2,0,3.1,"Sub_ 2420",7,7,"Kindl Jakub_2015-2016",2015,"2015-2016","Kindl Jakub","Jakub ","Kindl",202956,0.202956,9.854352668,29.563058,39.41741067,310.412109,64.05329234,3335.698378,9.854352668,29.563058,39.41741067,310.412109,64.05329234,3335.698378,-0.952488944430307,-0.808746512410558
"1447",1446,13975,"King Dwight","King","Dwight","2011-12",22,"LAK","CA","LW","LW",27,5,9,14,3,10,5,0,0,42,395,1,0.7,1.7,1.1,1.1,0,2.2,"Sub_ 2424",6,2,"King Dwight_2011-2012",2011,"2011-2012","King Dwight","Dwight ","King",555000,0.555,9.009009009,16.21621622,25.22522523,75.67567568,5.405405405,711.7117117,9.009009009,16.21621622,25.22522523,75.67567568,5.405405405,711.7117117,-0.790110456359549,-0.498431364256227
"1448",1447,13976,"King Dwight","King","Dwight","2012-13",23,"LAK","CA","LW","LW",47,4,6,10,-3,11,4,0,0,60,600,-0.1,0.6,0.5,-0.5,0.9,0,0.4,"Sub_ 2424",6,3,"King Dwight_2012-2013",2012,"2012-2013","King Dwight","Dwight ","King",439024,0.439024,9.11111921,13.66667881,22.77779802,136.6667881,-6.833339407,1366.667881,9.11111921,13.66667881,22.77779802,136.6667881,-6.833339407,1366.667881,-0.843603791091838,-0.705308129692448
"1449",1448,13977,"King Dwight","King","Dwight","2013-14",24,"LAK","CA","LW","LW",77,15,15,30,16,18,13,0,2,111,1158,1.8,2.2,4,1.7,5.1,0.6,7.4,"Sub_ 2424",6,4,"King Dwight_2013-2014",2013,"2013-2014","King Dwight","Dwight ","King",750000,0.75,20,20,40,148,21.33333333,1544,20,20,40,148,21.33333333,1544,-0.700167707232173,0.329075697488656
"1450",1449,13978,"King Dwight","King","Dwight","2014-15",25,"LAK","CA","LW","LW",81,13,13,26,-3,21,13,0,0,127,1166,1.1,1.2,2.4,1.4,3.2,-0.3,4.3,"Sub_ 2424",6,5,"King Dwight_2014-2015",2014,"2014-2015","King Dwight","Dwight ","King",1750000,1.75,7.428571429,7.428571429,14.85714286,72.57142857,-1.714285714,666.2857143,7.428571429,7.428571429,14.85714286,72.57142857,-1.714285714,666.2857143,-0.2389228399123,0.122198932052435
"1451",1450,13979,"King Dwight","King","Dwight","2015-16",26,"LAK","CA","LW","LW",47,7,6,13,-6,24,7,0,0,48,679,0.4,0.5,0.8,0.3,0.7,0,1,"Sub_ 2424",6,6,"King Dwight_2015-2016",2015,"2015-2016","King Dwight","Dwight ","King",2000000,2,3.5,3,6.5,24,-3,339.5,3.5,3,6.5,24,-3,339.5,-0.123611623082331,-0.550150555615282
"1452",1451,14084,"Klefbom Oscar","Klefbom","Oscar","2014-15",21,"EDM","SE","D","D",60,2,18,20,-21,4,2,0,0,98,1320,0.9,1.3,2.1,2.2,2.1,-0.3,4,"Sub_ 2442",3,2,"Klefbom Oscar_2014-2015",2014,"2014-2015","Klefbom Oscar","Oscar ","Klefbom",795201,0.795201,2.51508738,22.63578642,25.1508738,123.2392816,-26.40841749,1659.957671,2.51508738,22.63578642,25.1508738,123.2392816,-26.40841749,1659.957671,-0.679318977984448,-0.188116216101896
"1453",1452,14085,"Klefbom Oscar","Klefbom","Oscar","2015-16",22,"EDM","SE","D","D",30,4,8,12,-4,6,4,0,0,48,657,1,1.2,2.2,1.8,1,0,2.7,"Sub_ 2442",3,3,"Klefbom Oscar_2015-2016",2015,"2015-2016","Klefbom Oscar","Oscar ","Klefbom",832500,0.8325,4.804804805,9.60960961,14.41441441,57.65765766,-4.804804805,789.1891892,4.804804805,9.60960961,14.41441441,57.65765766,-4.804804805,789.1891892,-0.662115005678284,-0.601869746974338
"1454",1453,14092,"Klein Kevin","Klein","Kevin","2011-12",27,"NSH","CA","D","D",66,4,17,21,-8,4,4,0,0,91,1316,1.2,2.1,3.4,3.5,1.9,0,5.4,"Sub_ 2443",11,7,"Klein Kevin_2011-2012",2011,"2011-2012","Klein Kevin","Kevin ","Klein",1350000,1.35,2.962962963,12.59259259,15.55555556,67.40740741,-5.925925926,974.8148148,2.962962963,12.59259259,15.55555556,67.40740741,-5.925925926,974.8148148,-0.423420786840249,-0.136397024742841
"1455",1454,14093,"Klein Kevin","Klein","Kevin","2012-13",28,"NSH","CA","D","D",47,3,11,14,-1,9,3,0,0,54,960,0.7,2.1,2.9,2,3.2,0,5.2,"Sub_ 2443",11,8,"Klein Kevin_2012-2013",2012,"2012-2013","Klein Kevin","Kevin ","Klein",790244,0.790244,3.796295828,13.91975137,17.7160472,68.3333249,-1.265431943,1214.814665,3.796295828,13.91975137,17.7160472,68.3333249,-1.265431943,1214.814665,-0.681605368791752,-0.498431364256227
"1456",1455,14094,"Klein Kevin","Klein","Kevin","2013-14",29,"TOT","CA","D","D",77,2,7,9,-7,21,2,0,0,73,1335,-0.4,2.5,2,-1.3,2.7,0,1.4,"Sub_ 2443",11,9,"Klein Kevin_2013-2014",2013,"2013-2014","Klein Kevin","Kevin ","Klein",3000000,3,0.666666667,2.333333333,3,24.33333333,-2.333333333,445,0.666666667,2.333333333,3,24.33333333,-2.333333333,445,0.337633244237542,-0.757027321051503
"1457",1456,14095,"Klein Kevin","Klein","Kevin","2014-15",30,"NYR","CA","D","D",65,9,17,26,24,25,9,0,0,76,1202,2.5,4,6.5,5.5,5.8,0,11.3,"Sub_ 2443",11,10,"Klein Kevin_2014-2015",2014,"2014-2015","Klein Kevin","Kevin ","Klein",3000000,3,3,5.666666667,8.666666667,25.33333333,8,400.6666667,3,5.666666667,8.666666667,25.33333333,8,400.6666667,0.337633244237542,0.122198932052435
"1458",1457,14096,"Klein Kevin","Klein","Kevin","2015-16",31,"NYR","CA","D","D",69,9,17,26,16,19,9,0,0,69,1407,2.2,3.7,6,5.4,4.4,0,9.8,"Sub_ 2443",11,11,"Klein Kevin_2015-2016",2015,"2015-2016","Klein Kevin","Kevin ","Klein",3000000,3,3,5.666666667,8.666666667,23,5.333333333,469,3,5.666666667,8.666666667,23,5.333333333,469,0.337633244237542,0.122198932052435
"1459",1458,14154,"Klingberg John","Klingberg","John","2014-15",22,"DAL","SE","D","D",65,11,29,40,5,32,9,2,0,98,1420,4,2.7,6.7,8.7,2.1,-0.5,10.2,"Sub_ 2452",2,1,"Klingberg John_2014-2015",2014,"2014-2015","Klingberg John","John ","Klingberg",810000,0.81,13.58024691,35.80246914,49.38271605,120.9876543,6.172839506,1753.08642,13.58024691,35.80246914,49.38271605,120.9876543,6.172839506,1753.08642,-0.672493015192981,0.846267611079208
"1460",1459,14155,"Klingberg John","Klingberg","John","2015-16",23,"DAL","SE","D","D",76,10,48,58,22,30,8,2,0,171,1724,5.6,4.6,10.2,11.5,4.3,-0.2,15.6,"Sub_ 2452",2,2,"Klingberg John_2015-2016",2015,"2015-2016","Klingberg John","John ","Klingberg",2250000,2.25,4.444444444,21.33333333,25.77777778,76,9.777777778,766.2222222,4.444444444,21.33333333,25.77777778,76,9.777777778,766.2222222,-0.00830040625236306,1.7772130555422
"1461",1460,14176,"Knight Corban","Knight","Corban","2015-16",25,"FLA","CA","C","C",20,2,5,7,3,4,2,0,0,11,193,0.5,0.3,0.8,1.2,0.6,0,1.8,"Sub_ 2456",3,3,"Knight Corban_2015-2016",2015,"2015-2016","Knight Corban","Corban ","Knight",750000,0.75,2.666666667,6.666666667,9.333333333,14.66666667,4,257.3333333,2.666666667,6.666666667,9.333333333,14.66666667,4,257.3333333,-0.700167707232173,-0.860465703769614
"1462",1461,14234,"Koekkoek Slater","Koekkoek","Slater","2014-15",20,"TBL","CA","D","D",3,0,0,0,0,2,0,0,0,6,50,-0.1,0.1,0,0,0,0,0,"Sub_ 2465",2,1,"Koekkoek Slater_2014-2015",2014,"2014-2015","Koekkoek Slater","Slater ","Koekkoek",140573,0.140573,0,0,0,42.68244969,0,355.6870807,0,0,0,42.68244969,0,355.6870807,-0.981262782988322,-1.222500043283
"1463",1462,14254,"Koivu Mikko","Koivu","Mikko","2011-12",28,"MIN","FI","C","C",55,12,32,44,10,28,9,2,1,129,1174,3,2.1,5.1,5.3,3.7,-0.1,9,"Sub_ 2470",11,7,"Koivu Mikko_2011-2012",2011,"2011-2012","Koivu Mikko","Mikko ","Koivu",7290000,7.29,1.646090535,4.38957476,6.035665295,17.69547325,1.371742112,161.042524,1.646090535,4.38957476,6.035665295,17.69547325,1.371742112,161.042524,2.3163737250398,1.05314437651543
"1464",1463,14255,"Koivu Mikko","Koivu","Mikko","2012-13",29,"MIN","FI","C","C",48,11,26,37,2,26,11,0,0,127,1013,2.5,1.4,3.9,4.8,2.8,0.7,8.3,"Sub_ 2470",11,8,"Koivu Mikko_2012-2013",2012,"2012-2013","Koivu Mikko","Mikko ","Koivu",3160976,3.160976,3.479937842,8.225307627,11.70524547,40.17746418,0.632715971,320.4706394,3.479937842,8.225307627,11.70524547,40.17746418,0.632715971,320.4706394,0.411882597999226,0.691110037002042
"1465",1464,14256,"Koivu Mikko","Koivu","Mikko","2013-14",30,"MIN","FI","C","C",65,11,43,54,0,24,9,2,0,147,1361,3.3,1.6,5,5.6,3.2,1.4,10.2,"Sub_ 2470",11,9,"Koivu Mikko_2013-2014",2013,"2013-2014","Koivu Mikko","Mikko ","Koivu",7290000,7.29,1.508916324,5.898491084,7.407407407,20.16460905,0,186.6941015,1.508916324,5.898491084,7.407407407,20.16460905,0,186.6941015,2.3163737250398,1.57033629010598
"1466",1465,14257,"Koivu Mikko","Koivu","Mikko","2014-15",31,"MIN","FI","C","C",80,14,34,48,2,38,10,4,0,179,1542,2.8,1.8,4.6,3.8,3.1,0.4,7.4,"Sub_ 2470",11,10,"Koivu Mikko_2014-2015",2014,"2014-2015","Koivu Mikko","Mikko ","Koivu",5400000,5.4,2.592592593,6.296296296,8.888888889,33.14814815,0.37037037,285.5555556,2.592592593,6.296296296,8.888888889,33.14814815,0.37037037,285.5555556,1.44462092580524,1.26002114195165
"1467",1466,14258,"Koivu Mikko","Koivu","Mikko","2015-16",32,"MIN","FI","C","C",82,17,39,56,6,40,6,10,1,141,1634,3.7,2.2,6,5,4.5,-0.9,8.6,"Sub_ 2470",11,11,"Koivu Mikko_2015-2016",2015,"2015-2016","Koivu Mikko","Mikko ","Koivu",7290000,7.29,2.331961591,5.349794239,7.68175583,19.34156379,0.823045267,224.1426612,2.331961591,5.349794239,7.68175583,19.34156379,0.823045267,224.1426612,2.3163737250398,1.67377467282409
"1468",1467,14275,"Koivu Saku","Koivu","Saku","2012-13",38,"ANA","FI","C","C",47,8,19,27,4,18,4,4,0,55,827,1.6,1,2.6,3.9,1.9,0.7,6.6,"Sub_ 2471",18,17,"Koivu Saku_2012-2013",2012,"2012-2013","Koivu Saku","Saku ","Koivu",1756098,1.756098,4.555554417,10.81944174,15.37499616,31.31943661,2.277777208,470.9304378,4.555554417,10.81944174,15.37499616,31.31943661,2.277777208,470.9304378,-0.236110168711383,0.17391812341149
"1469",1468,14276,"Koivu Saku","Koivu","Saku","2013-14",39,"ANA","FI","C","C",65,11,18,29,3,46,10,0,1,81,978,1.8,0.8,2.6,3.9,2.4,-0.8,5.5,"Sub_ 2471",18,18,"Koivu Saku_2013-2014",2013,"2013-2014","Koivu Saku","Saku ","Koivu",2500000,2.5,4.4,7.2,11.6,32.4,1.2,391.2,4.4,7.2,11.6,32.4,1.2,391.2,0.107010810577605,0.277356506129601
"1470",1469,14312,"Komarov Leo","Komarov","Leo","2012-13",26,"TOR","SU","C","C",42,4,5,9,-1,18,4,0,0,51,585,-0.2,0.5,0.3,0.1,2.2,0,2.2,"Sub_ 2481",3,1,"Komarov Leo_2012-2013",2012,"2012-2013","Komarov Leo","Leo ","Komarov",582561,0.582561,6.866233751,8.582792188,15.44902594,87.54448032,-1.716558438,1004.186686,6.866233751,8.582792188,15.44902594,87.54448032,-1.716558438,1004.186686,-0.777398086571346,-0.757027321051503
"1471",1470,14313,"Komarov Leo","Komarov","Leo","2014-15",28,"TOR","EE","C","C",62,8,18,26,0,18,7,0,1,84,911,1.4,1,2.4,3.4,3.5,0,6.9,"Sub_ 2481",3,2,"Komarov Leo_2014-2015",2014,"2014-2015","Komarov Leo","Leo ","Komarov",2950000,2.95,2.711864407,6.101694915,8.813559322,28.47457627,0,308.8135593,2.711864407,6.101694915,8.813559322,28.47457627,0,308.8135593,0.314571000871549,0.122198932052435
"1472",1471,14314,"Komarov Leo","Komarov","Leo","2015-16",29,"TOR","SU","C","C",67,19,17,36,-12,40,14,4,1,130,1195,2.7,0.9,3.7,3.5,1.6,0,5.1,"Sub_ 2481",3,3,"Komarov Leo_2015-2016",2015,"2015-2016","Komarov Leo","Leo ","Komarov",2950000,2.95,6.440677966,5.762711864,12.20338983,44.06779661,-4.06779661,405.0847458,6.440677966,5.762711864,12.20338983,44.06779661,-4.06779661,405.0847458,0.314571000871549,0.639390845642987
"1473",1472,14390,"Kopecky Tomas","Kopecky","Tomas","2011-12",29,"FLA","CS","RW","RW",80,10,22,32,-8,32,8,2,0,143,1382,0.8,1.3,2.1,-0.1,2.8,-0.6,2.2,"Sub_ 2492",10,7,"Kopecky Tomas_2011-2012",2011,"2011-2012","Kopecky Tomas","Tomas ","Kopecky",3150000,3.15,3.174603175,6.984126984,10.15873016,45.3968254,-2.53968254,438.7301587,3.174603175,6.984126984,10.15873016,45.3968254,-2.53968254,438.7301587,0.406819974335523,0.432514080206766
"1474",1473,14391,"Kopecky Tomas","Kopecky","Tomas","2012-13",30,"FLA","CS","RW","RW",47,15,12,27,-8,28,10,4,1,92,831,2.6,0.7,3.3,4.5,1.5,0,6.1,"Sub_ 2492",10,8,"Kopecky Tomas_2012-2013",2012,"2012-2013","Kopecky Tomas","Tomas ","Kopecky",1756098,1.756098,8.541664531,6.833331625,15.37499616,52.38887579,-4.555554417,473.208215,8.541664531,6.833331625,15.37499616,52.38887579,-4.555554417,473.208215,-0.236110168711383,0.17391812341149
"1475",1474,14392,"Kopecky Tomas","Kopecky","Tomas","2013-14",31,"FLA","CS","RW","RW",49,4,8,12,0,18,3,0,1,95,778,-0.3,0.8,0.5,0.2,1.3,1.2,2.7,"Sub_ 2492",10,9,"Kopecky Tomas_2013-2014",2013,"2013-2014","Kopecky Tomas","Tomas ","Kopecky",3000000,3,1.333333333,2.666666667,4,31.66666667,0,259.3333333,1.333333333,2.666666667,4,31.66666667,0,259.3333333,0.337633244237542,-0.601869746974338
"1476",1475,14393,"Kopecky Tomas","Kopecky","Tomas","2014-15",32,"FLA","SK","RW","RW",64,2,6,8,-19,28,2,0,0,106,826,-1.2,0.1,-1.1,-2.7,0.3,-0.3,-2.6,"Sub_ 2492",10,10,"Kopecky Tomas_2014-2015",2014,"2014-2015","Kopecky Tomas","Tomas ","Kopecky",2850000,2.85,0.701754386,2.105263158,2.807017544,37.19298246,-6.666666667,289.8245614,0.701754386,2.105263158,2.807017544,37.19298246,-6.666666667,289.8245614,0.268446514139561,-0.808746512410558
"1477",1476,14399,"Kopitar Anze","Kopitar","Anze","2011-12",24,"LAK","YU","C","C",82,25,51,76,12,20,15,8,2,230,1750,6.4,3.1,9.5,9.3,6.9,-1.7,14.6,"Sub_ 2493",10,6,"Kopitar Anze_2011-2012",2011,"2011-2012","Kopitar Anze","Anze ","Kopitar",6400000,6.4,3.90625,7.96875,11.875,35.9375,1.875,273.4375,3.90625,7.96875,11.875,35.9375,1.875,273.4375,1.90586579312511,2.7081585000052
"1478",1477,14400,"Kopitar Anze","Kopitar","Anze","2012-13",25,"LAK","YU","C","C",47,10,32,42,14,16,10,0,0,98,963,3.1,1.8,4.9,6.2,3.7,0.5,10.4,"Sub_ 2493",10,7,"Kopitar Anze_2012-2013",2012,"2012-2013","Kopitar Anze","Anze ","Kopitar",6500000,6.5,1.538461538,4.923076923,6.461538462,15.07692308,2.153846154,148.1538462,1.538461538,4.923076923,6.461538462,15.07692308,2.153846154,148.1538462,1.9519902798571,0.949705993797318
"1479",1478,14401,"Kopitar Anze","Kopitar","Anze","2013-14",26,"LAK","YU","C","C",82,29,41,70,34,24,19,10,0,200,1713,6.4,3.7,10,10.8,7.9,1.7,20.4,"Sub_ 2493",10,8,"Kopitar Anze_2013-2014",2013,"2013-2014","Kopitar Anze","Anze ","Kopitar",7500000,7.5,3.866666667,5.466666667,9.333333333,26.66666667,4.533333333,228.4,3.866666667,5.466666667,9.333333333,26.66666667,4.533333333,228.4,2.41323514717697,2.39784335185086
"1480",1479,14402,"Kopitar Anze","Kopitar","Anze","2014-15",27,"LAK","SI","C","C",79,16,48,64,-2,10,10,6,0,134,1532,4.7,1.7,6.4,8.6,3.8,-1.2,11.1,"Sub_ 2493",10,9,"Kopitar Anze_2014-2015",2014,"2014-2015","Kopitar Anze","Anze ","Kopitar",7500000,7.5,2.133333333,6.4,8.533333333,17.86666667,-0.266666667,204.2666667,2.133333333,6.4,8.533333333,17.86666667,-0.266666667,204.2666667,2.41323514717697,2.08752820369653
"1481",1480,14403,"Kopitar Anze","Kopitar","Anze","2015-16",28,"LAK","SI","C","C",81,25,49,74,34,16,19,5,1,177,1690,6.5,3.3,9.7,12.5,7.2,1.2,20.9,"Sub_ 2493",10,10,"Kopitar Anze_2015-2016",2015,"2015-2016","Kopitar Anze","Anze ","Kopitar",6800000,6.8,3.676470588,7.205882353,10.88235294,26.02941176,5,248.5294118,3.676470588,7.205882353,10.88235294,26.02941176,5,248.5294118,2.09036374005306,2.60472011728708
"1482",1481,14482,"Korpikoski Lauri","Korpikoski","Lauri","2011-12",25,"PHX","FI","LW","LW",82,17,20,37,3,14,14,0,3,146,1405,2,1.6,3.7,3.3,4.2,-0.6,7,"Sub_ 2504",8,4,"Korpikoski Lauri_2011-2012",2011,"2011-2012","Korpikoski Lauri","Lauri ","Korpikoski",1750000,1.75,9.714285714,11.42857143,21.14285714,83.42857143,1.714285714,802.8571429,9.714285714,11.42857143,21.14285714,83.42857143,1.714285714,802.8571429,-0.2389228399123,0.691110037002042
"1483",1482,14483,"Korpikoski Lauri","Korpikoski","Lauri","2012-13",26,"PHX","FI","LW","LW",36,6,5,11,-3,12,5,1,0,83,616,0.2,0.5,0.6,-0.7,1.1,-0.3,0.1,"Sub_ 2504",8,5,"Korpikoski Lauri_2012-2013",2012,"2012-2013","Korpikoski Lauri","Lauri ","Korpikoski",1082927,1.082927,5.540539667,4.617116389,10.15765606,76.64413206,-2.770269834,568.8287391,5.540539667,4.617116389,10.15765606,76.64413206,-2.770269834,568.8287391,-0.54660683728997,-0.653588938333393
"1484",1483,14484,"Korpikoski Lauri","Korpikoski","Lauri","2013-14",27,"PHX","FI","LW","LW",64,9,16,25,-7,24,8,1,0,109,1029,0.9,0.9,1.7,2.3,1.8,0,4,"Sub_ 2504",8,6,"Korpikoski Lauri_2013-2014",2013,"2013-2014","Korpikoski Lauri","Lauri ","Korpikoski",2000000,2,4.5,8,12.5,54.5,-3.5,514.5,4.5,8,12.5,54.5,-3.5,514.5,-0.123611623082331,0.0704797406933799
"1485",1484,14485,"Korpikoski Lauri","Korpikoski","Lauri","2014-15",28,"ARI","FI","LW","LW",69,6,15,21,-27,12,1,5,0,82,1052,0.1,0.3,0.4,-1.3,0.2,0,-1.1,"Sub_ 2504",8,7,"Korpikoski Lauri_2014-2015",2014,"2014-2015","Korpikoski Lauri","Lauri ","Korpikoski",2300000,2.3,2.608695652,6.52173913,9.130434783,35.65217391,-11.73913043,457.3913043,2.608695652,6.52173913,9.130434783,35.65217391,-11.73913043,457.3913043,0.0147618371136305,-0.136397024742841
"1486",1485,14486,"Korpikoski Lauri","Korpikoski","Lauri","2015-16",29,"EDM","FI","LW","LW",71,10,12,22,-17,10,7,2,1,88,989,0.8,0.5,1.3,1.7,1.4,-0.2,2.9,"Sub_ 2504",8,8,"Korpikoski Lauri_2015-2016",2015,"2015-2016","Korpikoski Lauri","Lauri ","Korpikoski",2700000,2.7,3.703703704,4.444444444,8.148148148,32.59259259,-6.296296296,366.2962963,3.703703704,4.444444444,8.148148148,32.59259259,-6.296296296,366.2962963,0.19925978404158,-0.0846778333837857
"1487",1486,14506,"Kostka Mike","Kostka","Mike","2015-16",30,"OTT","CA","D","D",15,0,1,1,6,4,0,0,0,9,223,-0.2,0.8,0.7,-0.6,1.1,0,0.5,"Sub_ 2510",3,3,"Kostka Mike_2015-2016",2015,"2015-2016","Kostka Mike","Mike ","Kostka",800000,0.8,0,1.25,1.25,11.25,7.5,278.75,0,1.25,1.25,11.25,7.5,278.75,-0.67710546386618,-1.17078085192394
"1488",1487,14619,"Kozun Brandon","Kozun","Brandon","2014-15",24,"TOR","US","RW","RW",20,2,2,4,-3,6,2,0,0,8,158,0.3,0.1,0.3,-0.1,0.2,0,0.2,"Sub_ 2522",1,1,"Kozun Brandon_2014-2015",2014,"2014-2015","Kozun Brandon","Brandon ","Kozun",366666,0.366666,5.454555372,5.454555372,10.90911074,21.81822149,-8.181833058,430.9098744,5.454555372,5.454555372,10.90911074,21.81822149,-8.181833058,430.9098744,-0.87697854720137,-1.01562327784678
"1489",1488,14650,"Kreider Chris","Kreider","Chris","2012-13",21,"NYR","US","C","C",23,2,1,3,-1,6,2,0,0,19,233,-0.1,0.2,0.1,-0.7,0.4,-0.3,-0.6,"Sub_ 2529",4,1,"Kreider Chris_2012-2013",2012,"2012-2013","Kreider Chris","Chris ","Kreider",900000,0.9,2.222222222,1.111111111,3.333333333,21.11111111,-1.111111111,258.8888889,2.222222222,1.111111111,3.333333333,21.11111111,-1.111111111,258.8888889,-0.630980977134193,-1.06734246920583
"1490",1489,14651,"Kreider Chris","Kreider","Chris","2013-14",22,"NYR","US","LW","LW",66,17,20,37,14,72,11,6,0,136,1038,3.2,1.9,5.1,5,3,0,8.1,"Sub_ 2529",4,2,"Kreider Chris_2013-2014",2013,"2013-2014","Kreider Chris","Chris ","Kreider",900000,0.9,18.88888889,22.22222222,41.11111111,151.1111111,15.55555556,1153.333333,18.88888889,22.22222222,41.11111111,151.1111111,15.55555556,1153.333333,-0.630980977134193,0.691110037002042
"1491",1490,14652,"Kreider Chris","Kreider","Chris","2014-15",23,"NYR","US","LW/C","LW",80,21,25,46,24,88,14,7,0,180,1257,4.2,2.2,6.4,7.8,3,0,10.8,"Sub_ 2529",4,3,"Kreider Chris_2014-2015",2014,"2014-2015","Kreider Chris","Chris ","Kreider",2350000,2.35,8.936170213,10.63829787,19.57446809,76.59574468,10.21276596,534.893617,8.936170213,10.63829787,19.57446809,76.59574468,10.21276596,534.893617,0.0378240804796243,1.15658275923354
"1492",1491,14653,"Kreider Chris","Kreider","Chris","2015-16",24,"NYR","US","LW","LW",79,21,22,43,10,58,16,5,0,158,1261,3.8,1.6,5.4,4.7,2.4,0,7.1,"Sub_ 2529",4,4,"Kreider Chris_2015-2016",2015,"2015-2016","Kreider Chris","Chris ","Kreider",2600000,2.6,8.076923077,8.461538462,16.53846154,60.76923077,3.846153846,485,8.076923077,8.461538462,16.53846154,60.76923077,3.846153846,485,0.153135297309593,1.00142518515637
"1493",1492,14659,"Krejci David","Krejci","David","2011-12",25,"BOS","CS","C","C",79,23,39,62,-5,36,21,2,0,145,1455,5.7,0.9,6.6,9.5,0.7,1.3,11.6,"Sub_ 2530",10,6,"Krejci David_2011-2012",2011,"2011-2012","Krejci David","David ","Krejci",4000000,4,5.75,9.75,15.5,36.25,-1.25,363.75,5.75,9.75,15.5,36.25,-1.25,363.75,0.798878111557416,1.98408982097842
